id	title	body
FW14-e024-7015-01	An Intern's Recap of LinkedIn Intern Hackday	"* Karan Parikh

An Intern's Recap of LinkedIn Intern Hackday Karan Parikh August 27, 2012

Editor’s Note: LinkedIn hosted our second Intern Hackday in August. Karan Parikh, LinkedIn intern extraordinaire, is here to tell us about his experience. LinkedIn’s Intern Hackday was AWESOME – the hacks were spectacular, the judges incredible and the food delicious. At any hackday, the stars are the hacks and I was amazed at what people were able to produce in just 20 hours. Teams tackled hard computer science areas like security, machine learning, distributed data…

* Topics:
* Intern, 
* LinkedIn Hackdays, 
* Work at LinkedIn"
FW14-e024-7137-06	How to make your work stand out in a crowd of boring resumes!	"* Guest Author

How to make your work stand out in a crowd of boring resumes! Guest Author May 14, 2009

[Ed. note: Today's post features Sean Lindo, community manager at Box.net, who describes ways of making your resume stand out from the crowd. The Box.net...

* Topics:
* Featured"
FW14-e024-7207-04	Yao Ming asks a question on LinkedIn	"* Guest Author

Yao Ming asks a question on LinkedIn Guest Author July 18, 2008

I have been working for LinkedIn for the summer. It has been a fantastic experience throughout, but today, it definitely reached a high point when I saw my…

* Topics:
* LinkedIn Answers"
FW14-e024-7207-03	The Top 5 Stories You Shared on LinkedIn This Week (Aug. 19-25)	"* Daniel Roth

The Top 5 Stories You Shared on LinkedIn This Week (Aug. 19-25) Daniel Roth August 26, 2011

This series covers the top 5 stories that our members are sharing on LinkedIn Today. You can check out Daniel Roth‘s column here. – Ed Unless you were living off the grid somewhere, you saw the news that Steve Jobs stepped down as CEO of Apple on Wednesday. It was the biggest business event of the week — and the flood of articles and tweets was impossible to ignore. Yet the most shared story across LinkedIn centered on another tech personality, investor Marc…

* Topics:
* Infographic, 
* LinkedIn News"
FW14-e024-7207-02	Transformation Through Photography [SLIDESHOW]	"* Lindsay Lewin

Transformation Through Photography [SLIDESHOW] Lindsay Lewin December 10, 2012

A year ago, LinkedIn announced the first ever Transformation Grant program, which gave LinkedIn employees the opportunity to receive a grant to go towards something transformational for themselves or their community. Looking back, I remember thinking it was a terrific idea, but I couldn’t think of anything applicable in my life. Two weeks later, I was introduced to Philip Holsinger through a colleague in my office. Philip, a professional photojournalist, was in Chicago to photograph…

* Topics:
* LinkedIn for Good, 
* Work at LinkedIn"
FW14-e024-7207-01	LinkedIn For Good – Support Earthquake Relief in China	"* Adam Nash

LinkedIn For Good – Support Earthquake Relief in China Adam Nash May 20, 2008

On Monday, May 12, at 2.28 p.m. Beijing time (6:28 GMT), a major earthquake measuring 7.9 on the Richter scale jolted southwestern China’s Sichuan Province. It shook the skyscrapers in downtown Shanghai, hundreds of miles away; the shocks were felt as far away as Thailand and Vietnam. The earthquake has rendered over 5 million homeless and a confirmed death toll of over 40,000, a number that is expected to rise dramatically as rescue teams continue to reach the most affected…

* Topics:
* LinkedIn for Good, 
* Miscellaneous"
FW14-e024-7174-02	Antarctica 2007: Swimming with the Penguins!	"* Guest Author

Antarctica 2007: Swimming with the Penguins! Guest Author July 27, 2007

From bicycle marathons benefiting AIDS to fire breathing at the Sydney Olympics; from plunging into the cold polar waters to then writing about it! Starting today, you’ll hear interesting stories and anecdotes from the LinkedIn team, in a column called “LinkedInside”. Here’s Ryan Gustafson‘s account of swimming with the penguins in Antarctica (don’t miss the Antarctic Polar Plunge video!): Antarctica: The end of the world. One of the most remote…

* Topics:
* Employee Stories"
FW14-e024-7174-01	Five Years Later: Lessons from the Financial Crisis	"* Five Years Later: Lessons from the Financial Crisis Daniel Roth September 16, 2013

In his book on the 2008 financial crisis, RBC Wealth CEO John Taft conducted a brief meta-analysis, looking at who was being blamed for the financial crisis. He found nearly two dozen issues and “arch villains” fingered for the worst economic downturn since the Great Depression. The Congressional Financial Crisis Inquiry Commission blamed regulators, bankers, and derivatives, among others; a dissenting report pointed to another 10 causes. Legendary investor Jeremy Grantham took…

* Topics:
* Economic Graph, 
* Influencers"
FW14-e024-7137-05	LinkedIn Cribs: From Club Tron to a Yellow Submarine	"* Marissa Dulaney

LinkedIn Cribs: From Club Tron to a Yellow Submarine Marissa Dulaney April 8, 2011

What does a casino, a night at the movies, the zoo, and a yellow submarine have in common? They are all themes chosen by different teams of employees in our…

* Topics:
* Work at LinkedIn"
FW14-e024-7044-01	A LinkedIn Intern Tradition: Flash Mobbing the Company All-Hands [VIDEO]	"* A LinkedIn Intern Tradition: Flash Mobbing the Company All-Hands [VIDEO] Doris Tong July 31, 2013

It’s become tradition for each intern class at LinkedIn to put on a surprise performance during one of our bi-weekly All-Hands meetings. In 2010 our interns kicked off the now tradition with a rap. In 2011 they said sorry for party rocking by interrupting our CEO with a flash mob dance. In 2012 the interns set the world on fire with a one of kind rendition of We Are Young. And this year things went global, with our interns kicking off a 3-minute choreographed song-and-dance medley…

* Topics:
* Intern, 
* Life at LinkedIn, 
* Work at LinkedIn"
