id	title	body
FW14-e081-7015-01	Clinical Pharmacy Specialist, Long Term Care	...Number (VIN) 1089374;Come join our team at the Loch Raven Community Living and Rehabilitation Center...expenses are not authorized for this position.; The incumbent will practice at the Loch Raven Community Living and Rehabilitation Center...
FW14-e081-7211-01	MANAGEMENT & PROGRAM ASSISTANT (ANALYSIS)	...research, and interpret data. 2. Knowledge of grammar, spelling, punctuation, style, and format for correspondence and other materials typed...gov/policy-data-oversight/workforce-restructuring/employee- guide-to-career-transition/ . VA may offer newly-appointed Federal...
FW14-e081-7174-08	Medical Technologist	...you like to become a part of a team providing compassionate care to...organize, set priorities, work as a team member, and effectively complete...of science courses that includes 6 semester hours of chemistry; 6 semester hours of biology; and...
FW14-e081-7174-09	Industrial Engineer	...individual contributor and/or a member of a team and may act as a project lead on work activities...official transcript (original with a raised seal) you should request it today.;Applicants...e-mailed applications cannot be accepted. 6) As a part of the Federal-Wide Hiring Reform...
FW14-e081-7174-10	Industrial Engineer	...individual contributor and/or a member of a team and may act as a project lead on some work...official transcript (original with a raised seal) you should request it today.;Applicants...e-mailed applications cannot be accepted. 6) As a part of the Federal-Wide Hiring Reform...
FW14-e081-7207-01	Program Analyst	...or post-conflict zones and/or natural disaster areas. Activities can be initiated following natural disaster, e.g. tsunami, earthquake, or as a result of hostile engagements. Assists the CECAS staff director in establishing, coordinating, monitoring, and maintaining...
FW14-e081-7207-02	Physical Science Administrator (Program Director)	...other Program emphases, which include: the structure and tectonic evolution of the ocean crust and the associated volcanic and earthquake activity; the morphology of the seafloor and the processes that create it; subseafloor fluid flow; processes that control...
FW14-e081-7207-03	Physical Science Administrator (Program Director)	...other Program emphases, which include: the structure and tectonic evolution of the ocean crust and the associated volcanic and earthquake activity; the morphology of the seafloor and the processes that create it; subseafloor fluid flow; processes that control...
FW14-e081-7212-01	Heavy Mobile Equipment Repairer	...transmissions, transfers, gear reduction units, injector pumps, air conditioners, fuel pumps and alternators. Make idle speed, current, brake...freezing temperatures; and may be required to work in mud and wet or icy areas when outdoors. Subject to burns...
FW14-e081-7174-06	Supervisory General Engineer	...efforts that cross organizational lines; 6. Representing the Technical Center as the...official transcript (original with a raised seal) you should request it today. Schools must...capitalize on the full range of talent to enhance team performance; and, they provide feedback...
FW14-e081-7212-02	Heavy Mobile Equipment Repairer	...transmissions, transfers, gear reduction units, injector pumps, air conditioners, fuel pumps and alternators. Make idle speed, current, brake...freezing temperatures; and may be require to work in mud and wet or icy areas when outdoors. Subject to burns...
FW14-e081-7212-03	Surface Maintenance Mechanic	...brake shoes, voltage regulators, generators, injector pumps, and fuel pumps. * Conducts readiness and repair inspections on vehicles...outside, the incumbent is exposed to bad weather, in mud or snow, and in wet or icy areas. The incumbent is frequently...
FW14-e081-7212-04	Surface Maintenance Mechanic	...brake shoes, voltage regulators, generators, injector pumps, and fuel pumps. * Conducts readiness and repair inspections on vehicles...outside, the incumbent is exposed to bad weather, in mud or snow, and in wet or icy areas. The incumbent is frequently...
FW14-e081-7216-01	Research Biologist	...conduct animal studies aimed at increasing our understanding of Salmonella uptake and elimination by peripheral lymph nodes in cattle...efficacy of various interventions to prevent uptake and eliminate Salmonella from these lymph nodes. These studies will be conducted both...
FW14-e081-7230-01	Surface Maintenance Repairer	...recruiter to verify eligibility BEFORE applying for the position at (515)-205-0549 or (515)-252-4888 LOCATION: FMS #4, Council Bluffs, IA NATIONAL GUARD MEMBERSHIP IS REQUIRED: This is an excepted position that requires military membership in a compatible...
