id	title	body
FW14-e012-7216-01	Mikrobiologische Qualität von Fleischerzeugnissen aus ökologischer Produktion.	"1.

{Project} Mikrobiologische Qualität von Fleischerzeugnissen aus ökologischer Produktion. [Microbiological Quality of Organically Produced Meat Products.] Runs 2002 - 2003. Project Leader(s): Kröckel, Dr. Lothar, Bundesforschungsanstalt für Ernährung und Lebensmittel (BFEL).

Item not publicly available online."
FW14-e012-7216-02	Optimering av ekologisk kycklingproduktion.	"2.

{Project} Optimering av ekologisk kycklingproduktion. [Optimization of organic broiler production.] Runs 2004 - 2008. Project Leader(s): Elwinger, Klas and Tauson, Ragnar, Swedish University of Agricultural Sciences, SLU.

Item not publicly available online."
FW14-e012-7265-09	Samverkan mellan mångformig djurhållning och lokal foderproduktion.	"9.

{Project} Samverkan mellan mångformig djurhållning och lokal foderproduktion. [The synergy of diverse animal husbandry and local feed cropping.] Runs 2002 - 2004. Project Leader(s): Ciszuk, Paul, Swedish University of Agricultural Sciences, SLU.

Item not publicly available online."
FW14-e012-7265-08	Rolle des Phosphors als Steuerungsgröße des Stickstoffertrages und der Phytodiversität ökologisch bewirtschafteter Dauergrünlandbestände.	"8.

{Project} PhosphorusLegumesDiversity: Rolle des Phosphors als Steuerungsgröße des Stickstoffertrages und der Phytodiversität ökologisch bewirtschafteter Dauergrünlandbestände. [Role of phosphorus as a key component for managing grasslands N-yield and phytodiversity in organic farming.] Runs 2013 - 2016. Project Leader(s): Müller, Dr. agr. Jürgen, Universität Rostock, Agrar- und Umweltwissenschaftliche Fakultät, D-Rostock.

Item not publicly available online."
FW14-e012-7265-07	Organic cropping systems for higher and more stable cereal yields.	"7.

{Project} ØKOKORNSIP: Organic cropping systems for higher and more stable cereal yields. [Økologiske dyrkingssystem for høgare og meir stabile kornavlingar.] Runs 2003 - 2007. Project Leader(s): Eltun, Ragnar, Bioforsk Norwegian Institute of Agronomical and Environmental Research."
FW14-e012-7265-06	Kvantifiering av mineralvittringens bidrag till grödornas kaliumförsörjning på olika typer av jordbruksmark.	"6.

{Project} Kvantifiering av mineralvittringens bidrag till grödornas kaliumförsörjning på olika typer av jordbruksmark. [Cycling of plant nutrients, quantification of the contribution of mineral weathering to the supply of potassium to plants on different types of agricultural land.] Runs 2002 - 2004. Project Leader(s): Öborn, Ingrid, Swedish University of Agricultural Sciences, SLU.

Item not publicly available online."
FW14-e012-7265-05	Kolbalanser i det ekologiska lantbruket.	"5.

{Project} Kolbalanser i det ekologiska lantbruket. [Carbon balances in organic agriculture.] Runs 2002 - 2004. Project Leader(s): Kätter, Thomas, Swedish University of Agricultural Sciences, SLU.

Item not publicly available online."
FW14-e012-7265-04	Gesundheit und Leistungsfähigkeit von Milchkühen im ökologischen Landbau interdisziplinär betrachtet – eine (Interventions-) Studie zu Stoffwechselstörungen und Eutererkrankungen unter Berücksichtigung von Grundfuttererzeugung, Fütterungsmanagement und Tierhaltung (Verbundvorhaben).	"4.

{Project} Gesundheit und Leistungsfähigkeit von Milchkühen im Ökolandbau: Gesundheit und Leistungsfähigkeit von Milchkühen im ökologischen Landbau interdisziplinär betrachtet – eine (Interventions-) Studie zu Stoffwechselstörungen und Eutererkrankungen unter Berücksichtigung von Grundfuttererzeugung, Fütterungsmanagement und Tierhaltung (Verbundvorhaben). [Health and performance of dairy cows in organic farming from an interdisciplinary point of view – an (intervention-) study on metabolic disorders and mastitis with regard to forage production, feeding management and husbandry practices.] Runs 2007 - 2010. Project Leader(s): Barth, Dr. Kerstin, Bundesforschungsanstalt für Landwirtschaft (FAL), D-Westerau.

Item not publicly available online."
FW14-e012-7265-03	Endofytiska svampar i vallgräs.	"3.

{Project} Endofytiska svampar i vallgräs. Runs 0007 - 0009. Project Leader(s): Huss-Danell, Kerstin.

Item not publicly available online."
FW14-e012-7265-02	Ecosystem Functions and Services of Biodiversity in Grasslands.	"2.

{Project} EcoServe: Ecosystem Functions and Services of Biodiversity in Grasslands. [Økosystem Funktioner og Services af Biodiversitet i Græsmarker.] Runs 2011 - 2013. Project Leader(s): Eriksen, Jøregen."
FW14-e012-7265-01	Naturindholdet i hegn på økologiske og konventionelle bedrifter.	"1.

(2003) Naturindholdet i hegn på økologiske og konventionelle bedrifter. no. 89. Proceedings of 1. Danske Plantekongres 2004, Herning, Januar 2004."
