id	title	body
FW14-e048-7137-02	MovieCat! Lite - Move Trivia	"MovieCat WINS 148apps.com's BEST APP EVER AWARD 2012 for trivia games!! May, 2012 - PCMag.com puts MovieCat on its The 25 Best iPhone Games list, along with heavyweights such as Angry Birds, Cut the Rope and Infinity Blade! TOUCH ARCADE SELECTS MOVIECAT AS A 2010 STAFF FAVORITE! ""If you're at all interested in movie trivia, this is the game to get."" *** 8 out of 10 (Great) - ""Pure gold... If you love movie trivia, get MovieCat."" - IGN *** 5 out of 5 - ""All of the illustrations are ridiculously awesome and are what put this app way, way above other trivia games... If you’re at all a movie lover like me, then you’re going to love this app to an embarrassing degree."" - App Safari *** 4 out of 4 - Must Have! ""MovieCat! absolutely nails what's essential for any trivia game: It has an incredible variety of trivia questions, at just the right level of obscurity, and delivered in several interesting ways."" - Slide To Play *** ""ADDICTIVE!... It might sound corny but I had trouble putting MovieCat! down. That’s how much it hooked me... If you like movies, this really is an unmissable purchase. I haven’t had this much fun with a trivia game for a long time."" - 148apps *** ""MovieCat! is a breath of fresh air... If you consider yourself a movie buff at all, you'll have a blast with MovieCat!... I've been having a ton of fun with the game, and highly recommend it to anyone who enjoys movie trivia."" - Touch Arcade *** ""The app is so stylized and so well-polished... All movie buffs and cat lovers should download this app right meow, as it’s absolutely purrfect for a paws in your workday."" - MacLife *** ""Completely addictive; I played straight for several days... iPhone trivia gaming gold! "" - Webomatica *** ""I can’t stop playing... I am utterly in love with this game. I am already a closet trivia hound, but this makes everything adorable."" - Hot Wet Apps *** ""It's the presentation of MovieCat! that makes this quiz title really stand out... MovieCat! is an excellent title packed with fun questions..."" - AppSpy *** ""You will have hours of excitement and fun while playing with this game."" - AppNews.org *** Became the #1 trivia app in its first week of release! DESCRIPTION: This is the LITE version of MovieCat! MovieCat is a movie trivia game that stands apart from the rest! Test your trivia knowledge with a variety of text questions, as well as visual puzzles and scenes featuring our kitty cast of MovieCat players! Start each game with nine lives and try to get through all five rounds of puzzles, in order to reach one of the bonus unlockable Cat Scenes at the end of the game. If you unlock a Cat Scene, you can email the scene to your friends and download it to your photo library! From the creator of FilmWise.com and the Invisibles, Childs Play, and What's Missing puzzles, which have been featured in Entertainment Weekly, USA Today, Maxim, FHM, Esquire, Giant, Empire UK, and many other newspapers and magazines around the world! The LITE version features: * Enough puzzles for about one or two gameplays * 14 puzzle categories * 1 unlockable Cat Scene * 3 difficulty levels The FULL VERSION features: * Hundreds of unique text and visual puzzles for hours of fun! * 14 different puzzle categories! * 10 unlockable Cat Scenes! * Puzzle Packs, which include hundreds of new puzzles and extra Cat Scenes, are available in the in-app MovieCat Mall! * Three difficulty levels! * Post your scores and see how you compare to the leaders in all three difficulty levels! * Post your scores to Facebook and challenge your friends to beat your scores! www.moviecatgame.com Follow us on Facebook!"
FW14-e048-7015-01	Redemption Cemetery: Curse of the Raven	Escape from Redemption Cemetery!
FW14-e048-7207-02	Disruptive Ride	The Earthquake is chasing you... Drive your SUV as fast as possible and get out of the city and highway.
FW14-e048-7207-04	Mystery Trackers: Black Isle Collector's Edition	Investigate the Black Isle!
FW14-e048-7207-05	Escape the Museum 2	Reach the museum and save your wife!
FW14-e048-7207-06	Rescue Frenzy	Guide courageous rescue workers!
FW14-e048-7207-07	Weather Lord	Control the forces of nature!
FW14-e048-7207-08	Jane's Realty 2	Revitalize a small resort town!
FW14-e048-7207-09	Escape the Museum	A thrilling puzzle adventure!
FW14-e048-7207-10	uDraw Marvel Super Hero Squad: Comic Combat	Unleash the power of the pen using the uDraw stylus to draw and sketch attacks Hero up as 10 different Marvel heroes as you battle Dr. Doom and his evil cohorts Use new hero abilities unique to uDraw including Earthquake (tablet tilt) and Zipper Rift (touch activated) Navigate through 6 comic book issues, each based in Super Hero City including: The Helicarrier, Baxter Building, The Vault and Sanctum Sanctorum Collect and earn hero points, ink meter upgrades, costumes and more Hero up as 10 different Marvel heroes as you battle Dr. Doom and his evil cohorts! Navigate through 6 comic book issues, each based in Super Hero City including: The Helicarrier, Baxter Building, The Vault, & Sanctum Sanctorum! Unleash the power of the pen using the uDraw stylus to draw and sketch attacks! Use new hero abilities unique to uDraw including Earthquake (tablet tilt) and Zipper Rift (touch activated)., Platforms: Xbox 360, ESRB Rating: Everyone 10+
