id	title	body
FW14-e119-7207-04	Refugees' camp, former dwelling in ruins in bac	 
FW14-e119-7207-05	Refugees' camp, former dwelling in ruins in bac	 
FW14-e119-7207-03	[San Francisco street after earthquake and fire	 
FW14-e119-7207-07	The beautiful Spreckles residence destroyed by	 
FW14-e119-7207-01	Looking north on Mason Street, from Market.	 
FW14-e119-7207-08	Showing devastation by earthquake and fire, bui	 
FW14-e119-7207-09	Earthquake and Fire wreck at the magnificent Hu	 
FW14-e119-7207-10	Showing devastation by Earthquake and Fire, bui	 
FW14-e119-7207-06	Refugees' camp, former dwelling in ruins in bac	 
FW14-e119-7230-04	New and correct map of the Great Rock Island ro	 
FW14-e119-7230-02	[View of a building containing the Daily Nonpar	 
FW14-e119-7230-01	Council Bluffs Drive.	 
FW14-e119-7320-01	[Trade cards depicting a painter, a bull chargi	 
FW14-e119-7326-01	Stones and lava thrown upwards - eruption of Mo	 
FW14-e119-7326-02	The last day of Herculaneum.	 
FW14-e119-7326-03	My Honolulu Queen / words by James O'Dea ; musi	 
FW14-e119-7326-04	My Honolulu Queen / words by James O'Dea ; musi	 
FW14-e119-7326-05	Mont Pelée, the most terrible life destroying	 
FW14-e119-7230-03	Union Pacific Railroad bridge to Omaha.	 
FW14-e119-7015-01	Raven.	 
FW14-e119-7015-02	Raven -- Corvus corax.	 
FW14-e119-7207-02	[San Francisco Before the Earthquake Fire]	 
FW14-e119-7146-02	Do you know why leaves change colour and fall?	 
FW14-e119-7146-01	Do you know why leaves change colour and fall?	 
FW14-e119-7137-02	That's the kind of a baby for me / words by Alf	 
FW14-e119-7137-01	Fraidy cat / words and music by Jas. A. Brennan	 
FW14-e119-7045-01	View from the 6th Av. entrance. From Central Pa	 
FW14-e119-7015-10	Raven.	 
FW14-e119-7015-09	Raven.	 
FW14-e119-7015-08	Raven.	 
FW14-e119-7015-07	[The raven on the bust of Pallas.]	 
FW14-e119-7015-06	[The raven on the bust of Pallas.]	 
FW14-e119-7015-05	[Head of a raven in profile.]	 
FW14-e119-7015-04	Charles Raven	 
FW14-e119-7015-03	[Flying raven] Ex libris.	 
FW14-e119-7326-06	Americae mappa generalis : secundum legitimas p	 
