id	content
clueweb09-en0011-85-09764	                                                                                                                                                                                                                Your Cart                                                             0 items in your cart                                                                                                                                                      Total                $0.00                                                              View Cart   |   Checkout                                              Advanced Search                 Dog           All Categories           Agility Equipment       Air Purifiers       Allergy Relief       Beds       Bones       Carriers       Casual Cratewear       Chains       Clothing       Cooling Jackets       Collars       Containment       Crates       Dog Kennels       Doggles       Doors       Electronics       Exercise Pens       Feeding       Fences       Flea & Tick       Floor Protection       Gates       Grooming       Health Care       Houses       Leashes       Medication       Muttluks       No Bark Collars       Oral Care       Outdoors       Patio Dog Doors       Puppy Package       Ramps       Shampoo       Shed Control       Sport Dog       Stain & Odor       Stairs       Strollers       Supplements       Tie Outs       Tracking Collars       Training Aids       Toys       Training Collars       Travel       Treats       Vitamins       Waste Disposal       Watering                            Cat               All Categories               Air Purifiers        Beds        Carriers        Cat Doors        Dental Care        Feeding        Flea & Tick        Furniture        Grooming        Hairballs        Housebreaking        Kennels        Litter Pans        Scratching Posts        Shampoo        Stain & Odor        Strollers        Supplements        Toys        Treats        Vitamins        Watering                 Bird         All Categories         Accessories     Cages     Health    Care     Hummingbird     Medication     Toys     Watering     Wild Birds                            Fish               All Categories               Accessories        Chemicals        Filters        Food        Heaters        Pumps                        Reptile               All Categories               Food        Travel                        Small Animal               All Categories               Accessories        Cages        Feeding        Gerbil        Guinea Pig        Hamster        Health Care        Rabbit        Watering                        Specialties               All Categories               Apparel        Gifts        Jewelry        Memorials        Pond Supplies                                                                                                                            You are here:                               [ Home ]-[ Dog Supplies ]-[ Dog Waste Disposal Systems ]-[Dog Waste Bags]                                           Add this page to your favorites                  Send this page to a friend                                                                             Dog Waste Bags              Dog waste bags  from Pet Street Mall are of the highest quality with a price that is known to be the lowest as compared to other similar waste bags. Nowadays, more and more communities are now implementing the dog poop laws and pet owners are liable for stiff fines if they dont pick up their dogs poop. Our dog waste bags and poopy pick ups are the best tools to keep your surrounding clean and germ-free while making you and your neighbors happy. It is so easy to dispose the poop using our waste disposal products like the dog poop bags. If you want to go outside with your dog, dont forget to bring a poop bag to dispose your dogs waste properly.                                                                                                                  Dog Waste Bags :                                                                                                                                                                                                                                              NEW!                                                                                                                                                                                                                                             75 Pet Waste Bags.  Perfect for Dog Parks and Trails.  A Must Have for Any Active Dog.                                                                                                                                 Poopy Pick Ups                                                                                                                                                                                                              NEW                                                                                                                                                                                                                                                                             The scented dog poop bags help relieve your nose by masking foul odors                                                                                                                                 Scented Clean Up Bags                                                                                                                                                                                                              NEW                                                                                                                                                                                                                                             Dog Poop Bags that are biodegradable and environment friendly                                                                                                                                 Biodegradable Dog Poop Bags                                                                                                                                   We know the hassle of cleaning up your pets waste everyday. Thats why we offer these hygienic dog waste bags and poopy pick ups to have the easiest way in cleaning and disposing your dogs waste. In fact, our dog poop bags are  100% biodegradable  and proven to be environment friendly. So if you want to throw away the messy feeling of cleaning up the dog wastes, try these easy-to-use dog poop bags. Your house will no longer have a bad smell and you will be sure that no germs and harmful bacteria will exist.    Pet Street Mall is actually an online company committed in supplying the most ideal dog waste bags and poopy pick ups for the benefit of the pet owner as well as their pets. These poop bags are made to solve the problems about dog waste disposal. As a matter of fact, our company is aiming to provide you with quality pet products like the dog waste bags. For the guarantee of every pet owner, these dog waste disposal supplies are made with high quality materials that are durable and odorless. So if cleaning the dog waste really annoys you, then go directly to our site! Our company provides the most useful and practical products that help keep the hygiene of your pet while maintaining the cleanliness in the community.    Also, we assure that our dog waste bags are free from polyethylene based ingredients and have met the standard of most environmentalists. And because of that, our dog waste bags are  100% safe and odor-free ! There are many extraordinary features of our dog waste bags like being weather resistant for extra durability, harmless to environment, and the overflow ports allow continuous operation while maintaining proper volume inside.    The main reason why we are pursuing the use of dog waste bags is that it can motivate pet owners to pick up their pets fecal matter. It is also the best way to eliminate the excuses for not being a responsible owner. It has an exceptional feature that helps eliminate the unwanted smell of dog poop. This poop bags can be used indoor and outdoor. In addition, dog waste bags are good to use during summer days. Poop bags are used to prevent infestation of harmful bacteria and germs so the health of your family is protected. Dog waste bags can be used throughout the year without the uncertainty that they will not remove the dog waste at all. We are 100% sure that our dog waste bags can completely take away the bad odor and wont leave any stains behind. So, buy one today and start cleaning your surrounding by disposing your dogs poop properly.                                                                                                                                      Pet             Street Mall Quick Links:                                     Pet Supplies     Dog Supplies     Cat Supplies     Bird Supplies                                Advantage Flea Control   Advantage Frontline Flea Tick Control   Agility Equipment   Bark Collar, Bark Collars   Bark Control Collars   Booster Bath   Bowsers Dog Beds   Canine Cooler   Dog Advantage Flea Control   Dog Bark Collars   Dog Bed, Dog Beds   Dog Bones, Rawhide   Dog Cages, Dog Cage   Dog Clothing   Dog Collars & Dog Leashes   Dog Crates, Dog Crate   Dog Dental Care & Dog Oral Care   Dog DNA Test   Dog Doors, Dog Door   Dog Fence, Dog Fences, Dog Fencing   Dog Frontline Flea Control   Dog Frontline Plus   Dog Gate   Dog Gates   Dog Grooming   Dog Health Care & Medication   Dog Houses   Dog K9 Advantix   Dog K9 Advantix   Dog Life Jackets   Dog Pens, Dog Pen   Dog Pet Car Seats   Dog Ramps & Pet Ramps   Dog Seat Belts & Safety Restraints   Dog Toys   Dog Training Collar   Dog Training Collars   Dog Vehicle Barriers   Dog Vitamins   Dog Waste Disposal Systems   Doggie Dooley Supplies   Doggles   Electric Dog Fence   Electric Dog Fences   Electronic Dog Fences   Electronic Dog Fences   Frontline Flea Control   Frontline Plus Dog Flea Tick Control   Heated Cat Bed, Heated Cat Beds   Heated Dog Beds   Heated Pet Bed, Heated Pet Beds   Indoor Containment   Innotek   Innotek Fence   Kong Dog Toys   Muttluks   No Bark Collars   Outdoor Containment   Patio Pet Dog Doors   Pet Carriers   Pet Containment   Pet Doors, Pet Door   Pet Electronic Systems   Pet Feeder & Waterer   Pet Gates   Pet Strollers & Dog Strollers   Pet Vitamins & Pet Supplements   PetSafe   Petsafe Fence   Shock Collar, Dog Shock Collars   Shock Collar, Shock Collars  
clueweb09-enwp01-05-00661	"                     Iroquois Stakes (Churchill Downs)          From Wikipedia, the free encyclopedia                 Jump to:  navigation ,  search          The  Iroquois Stakes  is an American  Thoroughbred horse race  which is the first  graded stakes race  for  Thoroughbred  horses on opening day at the  Churchill Downs  Fall Meet. This first day every fall is devoted entirely to two-year-old racing.   Set at one mile on the dirt track, and open to juveniles only, the Grade III Iroquois offers a purse of $150,000.   The Iroquois is named for  Iroquois , the first  American  horse to win the  English   Epsom Derby .     [ edit ]   Past winners     2008 - Capt. Candyman Can ( Julien Leparoux )   2007 - Court Vision ( Julien Leparoux )   2006 - Tiz Wonderful   2005 - Catcominatcha   2004 - Straight Line ( Brice Blanc )   2003 -  The Cliff's Edge   2002 - Champali   2001 -  Harlan's Holiday   2000 - Meetyouathebrig   1999 - Mighty   1998 - Exploit       [ edit ]   External links     Churchill Downs website             Retrieved from "" http://en.wikipedia.org/wiki/Iroquois_Stakes_(Churchill_Downs) ""      Categories :  Graded stakes races in the United States  |  Horse races in the United States  |  Flat horse races for two-year-olds  |  Churchill Downs                                   Views                   Article        Discussion        Edit this page        History                   Personal tools                Log in / create account                                 Navigation                Main page       Contents       Featured content       Current events       Random article                    Search                                                Interaction                About Wikipedia       Community portal       Recent changes       Contact Wikipedia       Donate to Wikipedia       Help                    Toolbox                What links here       Related changes   Upload file   Special pages       Printable version      Permanent link Cite this page                                                   This page was last modified on 2 November 2008, at 01:06.        All text is available under the terms of the  GNU Free Documentation License . (See  Copyrights  for details.)   Wikipedia® is a registered trademark of the  Wikimedia Foundation, Inc. , a U.S. registered  501(c)(3)   tax-deductible   nonprofit   charity .        Privacy policy        About Wikipedia        Disclaimers                      "
clueweb09-en0001-55-05133	              hiring freelance writers  |  today's articles  |  sign in                       Articles   Writers                               celebrity writers       david perlmutter   dr. franklin house   josh dorfman   julie angus   michael gerber   mignon fogarty   nate cavalieri   robin cowie           more in suite       business & finance   education & career   film & tv   food & drink   health & wellness   history   home & style   mind & soul   music   outdoor & recreation   partners & parents   plants & animals   politics & society   reading & literature   science & nature   sports   technology   travel   visual & performing arts   writing & publishing             Plants & Animals       birds   botany   cats   desert/water-wise gardens   dogs   flower gardens   freshwater fish   horses   houseplants   insects/spiders   landscaping   mammals   organic gardens   pet care   plants & bulbs   reptiles & amphibians   saltwater fish   vegetable gardens   water gardens   wildlife preservation   archive             categories       dogs (general)   dog breeding   dog care   dog shows   dog training             related articles       register your mixed breed dog   puppy mills: animal cruelty that needs to end   agility training and our mixed breed dog   grooming your mixed-breed dog   my best friend, my mixed breed dog   what is a mixed breed dog?   enjoying the holidays with your mixed breed dog   more articles in dog breeds           reference       chiweenie   chihuahua/dachshund cross   designer breed   designer dogs   mixed breeds           related blog posts       the chihuahua/dachshund cross   puppy mills featured on oprah   puppy mills   fostering a chiweenie   keeping the chihuahua/dachshund                  Home  »  Plants & Animals  »  Dogs  »  Dog Breeds  »  The Chiweenie                     The Chiweenie   Understanding the Risks of the Chihuahua/Dachshund Cross     ©   Joy  Butler   Nov 28, 2008               The Chiweenie is not a breed, but a cross between a Chihuahua and a Dachshund. Do potential adopters understand the risks of this designer dog?     Most Chiweenie owners will agree that these little dogs can be one of the most loving, intelligent, and adorable companion dogs ever. However, those interested in acquiring a Chiweenie should be aware of the pitfalls.   The Chihuahua/Dachshund cross is sometimes called a designer breed. In reality, it is not a pure breed and does not conform to a breed standard.   The  Chihuahua  Half   The Chihuahua is the smallest breed of dog. Chihuahuas were first discovered in Mexico and are a warm weather breed. Preferring sunlight and warmth, they love to  sunbathe  or tunnel under the covers. For this reason, they also make great lap dogs.   Chihuahuas tend to bond closely with their favorite person or with another Chihuahua and can be very protective for their size. They do not do well when separated from loved ones and may refuse to eat. As with many of the toy breeds, they can suffer from  hypoglycemia.   The Dachshund Half   The Dachshund is recognized as a hound by the AKC and was originally bred for hunting badgers. Their long, low and lean body allows them to tunnel into the badger’s den.   Dachshunds are energetic, courageous, and sometimes protective of their territory or favorite person. They are generally tough little dogs but can suffer from disc disease or disc injury due to the elongated spinal column. Their weight should be carefully controlled.   The Blend   The Chiweenie will likely have characteristics from both parents. They are small dogs and if the Chihuahua was crossed with a miniature Dachshund, this Chiweenie will be even smaller. Most of them inherit the long spinal column of the Dachshund. Some have prick ears and some have floppy ears. The Chiweenie tends to shed very little.   Due to their tiny size, they are easy to scoop up and take almost anywhere. This, and the fact that Chiweenies grow very attached to their owner, makes them a great lap dog and companion dog.   Small dogs are sometimes thought of as ‘yappy’ but Chiweenies are not usually excessively so. They do make great alert dogs and can be a bit protective as well.   These little dogs inherit the desire to ‘tunnel’ from both the Chihuahua and the Dachshund so Chiweenie owners can expect to find their tiny dog burrowed under the covers or snuggled into a pile of laundry still warm from the dryer. With their cold nature, warm clothing and booties are a necessity in winter, even for those quick potty breaks.   Acquiring a Chiweenie   Some dog experts warn that ‘designer dogs’ generally come from breeders that have no interest in breed conformation and seek only to profit from the catchy designer name. They claim that many of these dogs come from  puppy mills  that have more interest in turning a profit than in providing quality housing, food, and vet care for the dogs.   Since inbreeding and early neglect can cause a lifetime of health and behavior issues, it is recommended that those interested in adopting a Chiweenie check with a rescue where all the dogs are evaluated by a veterinarian.   Chiweenie owners who understand their dog and provide proper care can enjoy many years of companionship with this loving pet.      The copyright of the article  The Chiweenie  in  Dog Breeds  is owned by  Joy  Butler . Permission to republish  The Chiweenie  in print or online must be granted by the author in writing.                  Chiweenie         Chiweenie Snuggled Into Bed         Chihuahua/Dachshund Dressed for Cold                                               Post Your Comment         2500 characters left   NOTE: Because you are not a Suite101 member, your comment will be moderated before it is viewable.    What is 7+7?                   Comments     Nov 30, 2008 7:06 PM    Guest :    What risks and pitfalls?  You mention nothing negative on this page.  We are considering getting one of my neighbors chiweenie pups, and are looking for negative aspects so we know what we are getting into.        Dec 1, 2008 11:48 AM    Joy  Butler :    Chiweenies are considered one of the 'designer dogs' and many 'designer dogs' come from puppy mills where there is often neglect and inbreeding which can cause behavior and health issues.  It's great that you're considering this adoption so carefully and if you're comfortable with the dog's background and have it checked by a vet, then a Chiweenie can make a wonderful pet.  I know, because I have an adorable rescued Chiweenie.        Dec 19, 2008 9:21 PM    Guest :    Chiweenies are so cute!!! I think that they are the most unbelievably, cutest dogs EVER!!!                                    signed,   nun-of-ur-busness!        Dec 20, 2008 9:27 PM    Guest :    I just got a Chiweenie a month ago and he is SOOO good! When I first got him I was told that he was a chiwawa, but as he has grown over the past month I am really starting to believe he is a chiweenie, and I am so happy he is! He has been extremely easy to potty train, does not need a leash, and is the biggest lover EVER! However, he is a little bossy :)~ Also, I have a 2 year old nephew and they are great together, just keep an eye on the kids, they tend to think the little dog is a toy. If you're thinking of getting one, go for it, they are AWESOME!! Oh y, they love chewing on bones and fetching tennis balls.        Dec 25, 2008 7:55 PM    Guest :    We just got a Chiweenie for Christmas. His momma was a 6 pound weener dog and the Daddy was a tea-cup Chi... He supposedly will be about 3-4 lbs. We are trying to figure out the best way to train him. He seems to like to go outside but in Ohio the winters are so very cold... His new Daddy is my 8 year old son and in just 3 short days he has become very protective and attached to his Daddy.      5 Comments                                                                     Print Article     Email Article     View All Articles     How to subscribe to feeds                             about us   •   limelight blog   •   writing jobs   •   careers   •   press room   •   site map   •   terms & conditions   •   privacy policy   •   suite101.de                                    
clueweb09-en0003-36-10616	                                                                                                                                                                                                                                                                                                                                                                                                                                                                     Rock Art By Julie                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          Home                                                                                                                                                               Pet Portraits                                                                                                                                                               Seasonal (Winter)                                                                                                                                                               Leaf Paintings                                                                                                                                                               Pond rocks and fishy things                                                                                                                                                               Houses, Huts, buildings                                                                                                                                                               Garden Rocks                                                                                                                                                               Artic Critters                                                                                                                                                               Fantasy                                                                                                                                                               Wild Life                                                                                                                                                               Cats                                                                                                                                                               Dogs                                                                                                                                                               Rocks Sold                                                                                                                                                               Gallery 1                                                                                                                                                               Favorite Links & Add Your Link                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Welcome                                                                                                             My current ebay auctions                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           Hello.  Welcome to my rock art site.  All of my art is for sale. You will note I call it                                     Rock Art, not rock craft.  Rock art is a form of art, some believe it is a craft because we use a meer                                     stone or rock instead of store bought canvas. Rock Artist put lots of time and skill into each of the pieces                                     we paint.  The pieces on this site are priced as Art not as crafts.  If you are interested in buying a piece                                     of art that will bring you many years of enjoyment then please feel free to browse threw my pages. Each piece is a one                                     of a kind, there are no two rocks that are the same although they may look simular. Some of my pieces shown here are                                     listed as sold if you see something you like please contact me I do take special orders and can paint one simular to the one                                     shown.  All my Rock Art is natural rocks and stones  you find anywhere untill, of course, I add paint                                     to them and bring the object out that I have seen within that particular rock.  I have done all different sizes starting                                     with small rocks all the way up to the life size fawn you will see here on my site. I also do pet portraits as you will                                     see my first one is shown below. If you would like to see your pet captured in a life like rock portrait please contact                                     me to discuss details.  I have tried to put a ruler next to most of the rocks so you can get a rough idea of the sizes. All                                     art is signed, dated and numbered by the artist.   I hope you enjoy your visit and please sign my guest                                     book (located just below).  If you are interested in buying or ordering a special piece, please email me at  jdemoss@voyager.net  . Thank you.  Julie                                                                                                                                                                                        View My Guestbook                                       Sign My Guestbook                                                                                                                                                   Care instructions                                                                                                             All rocks are coated with a protective clear coat so they may be placed outside.  I use Krylon Crystal Clear and                                     if your rock is going to be exposed to outside elements for long periods of time I would respray the rock at least once a                                     year. This will keep the rock looking new.  I will include care instructions with all orders.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Contact Information                                    jdemoss@voyager.net                                                                       Terms and Conditions                                                                                                             I accept paypal, money orders, and cashiers checks. Please no personal checks (unless arrangements are made first) If                                     you want to use a credit card for payment you can do so with paypal.  Just go to  www.paypal.com  and register.  If you would like to use paypal or a credit card please let me know by email and I will send you a paypal                                     bill so making a payment is easier.  Thanks Items will be shipped as soon as payment is recieved. I will ship                                     items the cheapest way possible to help save the buyer cost. After an order is made I will find out prices for a few different                                     shipping methods. I will clear shipping with the buyer first.  Any other questions please contact me.                                                                                                            Please take time to sign my guestbook before you leave.. This way I will know that you visited, also if                                     you have any comments about my site or my work you can put them in the guestbook or fill out the comment form at the bottom                                     of the page.  Please check back often as I try to add new pieces as I finish them.                                                                                                                                                                                                                                                                                                                                                                                        Tell A Friend!                                                                             Type In Your Name:                                                                             Type In Your E-mail:                                                                             Your Friend's E-mail:                                                                             Your Comments:                                                                             Receive copy:                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       This site was last updated                                                                                                                                                                                                                                                                           
clueweb09-en0002-87-25536	"                                                                       Join a Small Breed Dogs Meetup Group near Ocala            Not near Ocala?                                                               Name    Distance    Members    Rating                              The Orlando Area Pug Meetup             Meet friendly Pugs and Pug Owners near you! Come to a local Pug Meetup to play with people and pugs of all shapes, sizes.  You and your pugs will make great new friends.         Meetup topics:         Dog Rescue ,     Pug ,     Small Breed Dogs            46 miles away   Apopka, FL        184     Pug Owners                                             Or                                                                   Didn't find the right Meetup Group for you?      Sign up here to get free email alerts  when someone starts a new Small Breed Dogs Meetup Group near you.  (Not near Ocala?)                                   Name:                 Email:                 Password:                       I agree to the  Terms of Service                                                                                      Ocala Small Breed Dogs Waiting List    Start a Meetup Group  for the  86  people waiting.                                                         Name   Location   Date joined                             brandon        “  Lost my black and brown pomeranian. If anyone finds her please email me. She is older and needs medicine.  ”        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Jan 13, 2009                          Barbie        Interested in new Meetup Groups about:        Small Breed Dogs ,   Dysfunctional Families ,   Panic Disorders ,   Personal Growth ,   Dog Training ,  more            Palatka, FL     Jan 6, 2009                          naturally, jack        “  naturally, jack is a small dog treat business owned by 3 chinese cresteds and me, their mom, who live in central florida. we specialize in healthy, allgery friendly treats like sweet potato sticks, banana wheels, and even chicken jerky.  ”        Interested in new Meetup Groups about:        Small Breed Dogs ,   Chinese Crested ,   Dog Recipes ,   Animal Talk ,   Pet Therapy ,  more            Tavares, FL     Jan 1, 2009                          Tina        “  I own All Critter Sitters pet sitting service in Gainesville, FL.  I provide in-home pet care at reasonable rates, and I NEVER charge for multiple pets.  I have experience with house pets, farm animals, and even exotics.  allcrittersitters.com  ”        Interested in new Meetup Groups about:        Small Breed Dogs ,   Pet Sitter            Gainesville, FL     Dec 17, 2008                          kimberly capetillo        “  Hi all! i have a 3 yr old long hair chihuahua, he often gets confused for a girl because he is so fluffy lol but his attitude more than makes up for it. he loves to play with small dogs as well as cuddle with people.  ”        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Dec 17, 2008                          Lauren Huber        “  Hi! My name is Lauren and my dog is Bree.  Bree is a dachshund/chihuahua mix.  Bree is two years old and loves to play with other dogs! We are very excited to be apart of this group :)  ”        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Dec 17, 2008                          Rachel        “  Hello! My name is Rachel and my small pup is Pugsleigh. She is a pug who loves to play and has lots of energy. We are excited to get together to play!  ”        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Dec 17, 2008                          liz        “  I have a 2 year old Pom who is doesnt like to play with big dogs, but loves to play with smaller ones once she warms up. Shes got tons of energy and is still a puppy at heart. :)  ”        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Dec 17, 2008                          Yesy        “  Hi, I have 3 small doggies.  A Chihuahua and 2 miniature Rat Terriers. I just found out about this meeting and I am really excited.  ”        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Dec 17, 2008                          Leah        “  Spike is a 5-month-old Morkie (half Yorkie, half Maltese) and there is nothing he loves more than playing! I've been resistant to taking him to the dog park because he's so small (3.8 lbs is easily squished) but I'm so excited to meet all of you!  ”        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Dec 17, 2008                          Danielle         “  My husband and I have a puggle named Bugzy. He can be a bit of a wannabe bully but he is all bark.  ”        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Dec 17, 2008                          Meg        Interested in new Meetup Groups about:        Small Breed Dogs ,   Vegan ,   Photography            Gainesville, FL     Dec 17, 2008                          Shanaz Khan        “  Hi, I have a chihuahua puppy and would love to meet some new playmates for him.  ”        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Dec 17, 2008                          Maggie        “  I'm Maggie, I have a new small mini dachshund!  He would love some playmates!!  ”        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Dec 17, 2008                          Aleigha        “  Hi! I have an 8 month old, little papillon, and when she's got energy to burn, I can barely keep up with her, hopefully these little dogs can. :)  ”        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Dec 17, 2008                          Kelly        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Dec 17, 2008                          Alicia        “  Hello!  We have a morkie named Jasmine who loves to play with others.  We just found out about this group and are really looking forward to getting together and having play dates!  ”        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Dec 17, 2008                          Diane        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Dec 17, 2008                          Kate        “  Hi! I am Kate and I am owned by Austin, a wirehair mini dachshund. We just moved to Gainesville from NE Ohio and are looking forward to meeting new people and their pups! Austin has sooo much energy, a meetup with other dogs is just what he needs.  ”        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Dec 17, 2008                          Dianne Ingersoll        “  We have a 15 lb mixed breed dog that loves people and other dogs.  JoJo is always looking for new friends to play with.  JoJo is a small dog with a big personality.  ”        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Dec 17, 2008                          Annie        “  I have been going through a divorce for over a year. I am looking forward to meeting some new friends and fun.  ”        Interested in new Meetup Groups about:        Small Breed Dogs ,   Night Life ,   Children's Rights ,   Non-custodial Parents ,   Dads ,  more            Gainesville, FL     Dec 17, 2008                          Diane Alfaro        Interested in new Meetup Groups about:        Small Breed Dogs ,   Dachshund            Gainesville, FL     Dec 17, 2008                          Bart Blake        Interested in new Meetup Groups about:        Small Breed Dogs ,   Travel ,   Entrepreneur            Gainesville, FL     Dec 17, 2008                          alice        “  hey, we can't wait to come and play. hopefully chloe will be more outgoing.. when we go and there are large dogs.. she doesn't really play with them.....  ”        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Dec 17, 2008                          Joanna        Interested in new Meetup Groups about:        Small Breed Dogs ,   Dachshund            Gainesville, FL     Dec 17, 2008                          rmc85        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Dec 17, 2008                          Jessica Grace        “  Hi I am a student at sfcc and I have chico. He is so small the other dogs knock him down - I just found this group and think it's terrific! Chico is a very sweet chihuahua I want to breed him soon b/c he is 9- chico needs a girlfriend!! (or buddy) :)  ”        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Dec 17, 2008                          ealbin        “  hello everyone. I have a begal chiuaua mix who loves to play with others. this will be great for her  ”        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Dec 17, 2008                          Laura        “  Hi! I just moved to Gainesville a few weeks ago and would love to meet new people. I have been a vegetarian for about a year and a half.  ”        Interested in new Meetup Groups about:        Small Breed Dogs ,   Vegan            Gainesville, FL     Dec 17, 2008                          Susanne        “  Hi! My name is Susanne. My husband and I care for a 6-year old Jack Russell (Cricket), and a 16-year old German Hunting Terrier (Fox), who attacks EVERY other animal (don't worry-he won't be joining in the meetups;).  Looking forward to a play day!  ”        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Dec 17, 2008                          Eve        Interested in new Meetup Groups about:        Small Breed Dogs ,   Pug ,   Dog Rescue            Ocala, FL     Dec 17, 2008                          Rebecca        “  Our bulldog Zeus is tired of our little doxies making all of the friends:)  Zeus?s is a sweet bulldog looking to make some new friends?let me know if you have a bulldog interested in meeting up. UFRealtor@gmail.com  ”        Interested in new Meetup Groups about:        Small Breed Dogs ,   Dachshund ,   English Bulldog            Gainesville, FL     Dec 17, 2008                          Laurel        “  I'd like to eat out with other Celiacs!  ”        Interested in new Meetup Groups about:        Small Breed Dogs ,   Yoga ,   Celiac Disease            Gainesville, FL     Dec 17, 2008                          Susan         “  I love the idea of meeting other people with small dogs!  I will add a picture soon, this is a new computer as my other computer crashed and I haven't uploaded on here yet.  I have a Cairn Terrier name Bella.  ”        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Dec 17, 2008                          Marilou        Interested in new Meetup Groups about:        Small Breed Dogs ,   Work at Home Moms ,   Women's Social            Gainesville, FL     Dec 17, 2008                          Linda Byrd        “  Hi, We recently rescued an 8 pound dog that we think is a ""Papshund"".  Lucy is 2 years old and loves to hunt lizards and grasshoppers.  We look forward to seeing all of you Thursday. Linda, Dave and Lucy.  ”        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Dec 17, 2008                          Dagmar Diaz        “  Hello, my name is Dagmar and my husband is Mike and we are the proud parents to Manolo our little yorkie.  We just moved to Gainesville and would love to meet other dog lovers so Manolo can make new friends.  ”        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Dec 17, 2008                          Mindy Wilson        “  I am a vegetarian and the only one in my family.  I would love to meet other veggie lovers and swap recipes and have fun  ”        Interested in new Meetup Groups about:        Small Breed Dogs ,   Vegan            Gainesville, FL     Dec 17, 2008                          Karen Richards        “  Hi I'm Wizard, I'm an 8 year old Min Pin. I love to be outside, so let's meetup!  ”        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Dec 17, 2008                          Susan        Interested in new Meetup Groups about:        Small Breed Dogs ,   Travel            Gainesville, FL     Dec 17, 2008                          Joy         “  I am 32 and love to be outside and around people. I am up for adventure and having fun.  ”        Interested in new Meetup Groups about:        Small Breed Dogs ,   Wine ,   Salsa ,   Latin Music ,   Dance ,  more            Gainesville, FL     Dec 17, 2008                          robin        “  hi, i am 27, love to travel, exercise, stay healthy and help others begin to make a living....living :-)  ”        Interested in new Meetup Groups about:        Small Breed Dogs ,   Entrepreneur ,   Work at Home Moms            Gainesville, FL     Dec 17, 2008                          Sherry        “  I have a Boston terrier who is five months old and she LOVES people and pets.  I'm hoping she gets to make new friends.  She loves day care at Camp Marlin and is well socialized, but she loves all the attention she can get.  ”        Interested in new Meetup Groups about:        Small Breed Dogs ,   Pet Sitter ,   Animal Talk ,   Pet Therapy ,   Pug            Gainesville, FL     Dec 17, 2008                          Shanele        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Dec 17, 2008                          Angelica Betancourt        “  Hello everone.  My name is Angie and my baby's name is Luna.  She is a short hair chi.  ”        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Dec 17, 2008                          L Street        Interested in new Meetup Groups about:        Small Breed Dogs ,   Business Strategy and Networking ,   Vegan            Gainesville, FL     Dec 17, 2008                          Victoria        “  Hi! I'm Victoria and my son's Raphael. We just moved to Gainesville. We want to make more little friends and hang out!  ”        Interested in new Meetup Groups about:        Small Breed Dogs            Gainesville, FL     Dec 17, 2008                          deb        Interested in new Meetup Groups about:       "
